Grupo de edad;Comunidad autónoma;Sexo;Nivel de formación;periodo;Total
35 - 44 años;Cantabria;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2009;38,14
35 - 44 años;Cantabria;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2008;40,15
35 - 44 años;Cantabria;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2007;39,87
35 - 44 años;Cantabria;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2006;42,25
35 - 44 años;Cantabria;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2005;41,07
35 - 44 años;Cantabria;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2004;41,15
35 - 44 años;Cantabria;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2003;45,63
35 - 44 años;Cantabria;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2002;49,34
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2023;23,21
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2022;24,70
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2021;24,55
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2020;27,14
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2019;28,78
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2018;26,66
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2017;24,17
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2016;23,95
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2015;22,06
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2014;24,91
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2013;26,39
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2012;25,92
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2011;25,31
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2010;25,57
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2009;22,54
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2008;22,87
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2007;22,35
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2006;24,04
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2005;25,79
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2004;26,67
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2003;24,79
35 - 44 años;Cantabria;AMBOS SEXOS;2ª etapa E. Secundaria;2002;23,99
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2023;51,63
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2022;50,25
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2021;50,65
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2020;46,86
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2019;45,42
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2018;47,13
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2017;48,96
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2016;50,73
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2015;50,86
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2014;46,85
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2013;44,83
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2012;44,65
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2011;42,76
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2010;43,47
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2009;39,32
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2008;36,98
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2007;37,78
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2006;33,71
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2005;33,15
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2004;32,18
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2003;29,58
35 - 44 años;Cantabria;AMBOS SEXOS;E. Superior;2002;26,67
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;31,44
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;30,52
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;29,43
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;30,86
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;32,52
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;31,16
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2017;31,21
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2016;30,11
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2015;32,02
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2014;34,33
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2013;33,20
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2012;33,32
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2011;36,10
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2010;36,64
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2009;43,28
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2008;43,36
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2007;41,96
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2006;41,14
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2005;40,97
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2004;40,60
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2003;47,24
35 - 44 años;Cantabria;Hombres;Inferior a 2ª etapa de E. Secundaria;2002;51,96
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2023;25,31
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2022;26,93
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2021;26,51
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2020;26,57
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2019;29,08
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2018;28,13
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2017;23,73
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2016;23,70
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2015;21,85
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2014;24,35
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2013;26,24
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2012;25,17
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2011;25,11
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2010;23,31
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2009;21,02
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2008;19,56
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2007;21,23
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2006;24,45
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2005;24,99
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2004;24,32
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2003;20,82
35 - 44 años;Cantabria;Hombres;2ª etapa E. Secundaria;2002;21,41
35 - 44 años;Cantabria;Hombres;E. Superior;2023;43,25
35 - 44 años;Cantabria;Hombres;E. Superior;2022;42,55
35 - 44 años;Cantabria;Hombres;E. Superior;2021;44,05
35 - 44 años;Cantabria;Hombres;E. Superior;2020;42,57
35 - 44 años;Cantabria;Hombres;E. Superior;2019;38,40
35 - 44 años;Cantabria;Hombres;E. Superior;2018;40,71
35 - 44 años;Cantabria;Hombres;E. Superior;2017;45,05
35 - 44 años;Cantabria;Hombres;E. Superior;2016;46,19
35 - 44 años;Cantabria;Hombres;E. Superior;2015;46,13
35 - 44 años;Cantabria;Hombres;E. Superior;2014;41,32
35 - 44 años;Cantabria;Hombres;E. Superior;2013;40,56
35 - 44 años;Cantabria;Hombres;E. Superior;2012;41,51
35 - 44 años;Cantabria;Hombres;E. Superior;2011;38,78
35 - 44 años;Cantabria;Hombres;E. Superior;2010;40,05
35 - 44 años;Cantabria;Hombres;E. Superior;2009;35,70
35 - 44 años;Cantabria;Hombres;E. Superior;2008;37,08
35 - 44 años;Cantabria;Hombres;E. Superior;2007;36,81
35 - 44 años;Cantabria;Hombres;E. Superior;2006;34,41
35 - 44 años;Cantabria;Hombres;E. Superior;2005;34,04
35 - 44 años;Cantabria;Hombres;E. Superior;2004;35,08
35 - 44 años;Cantabria;Hombres;E. Superior;2003;31,94
35 - 44 años;Cantabria;Hombres;E. Superior;2002;26,62
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;18,95
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;19,60
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;20,19
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;21,14
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;19,05
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;21,20
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2017;22,47
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2016;20,44
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2015;22,04
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2014;22,02
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2013;24,26
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2012;25,43
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2011;27,63
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2010;25,10
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2009;32,84
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2008;36,83
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2007;37,73
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2006;43,38
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2005;41,17
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2004;41,71
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2003;44,02
35 - 44 años;Cantabria;Mujeres;Inferior a 2ª etapa de E. Secundaria;2002;46,75
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2023;21,15
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2022;22,49
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2021;22,60
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2020;27,72
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2019;28,47
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2018;25,17
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2017;24,61
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2016;24,21
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2015;22,29
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2014;25,49
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2013;26,54
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2012;26,68
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2011;25,51
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2010;27,91
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2009;24,11
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2008;26,29
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2007;23,50
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2006;23,63
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2005;26,59
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2004;29,02
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2003;28,74
35 - 44 años;Cantabria;Mujeres;2ª etapa E. Secundaria;2002;26,53
35 - 44 años;Cantabria;Mujeres;E. Superior;2023;59,90
35 - 44 años;Cantabria;Mujeres;E. Superior;2022;57,90
35 - 44 años;Cantabria;Mujeres;E. Superior;2021;57,22
35 - 44 años;Cantabria;Mujeres;E. Superior;2020;51,14
35 - 44 años;Cantabria;Mujeres;E. Superior;2019;52,48
35 - 44 años;Cantabria;Mujeres;E. Superior;2018;53,63
35 - 44 años;Cantabria;Mujeres;E. Superior;2017;52,92
35 - 44 años;Cantabria;Mujeres;E. Superior;2016;55,34
35 - 44 años;Cantabria;Mujeres;E. Superior;2015;55,67
35 - 44 años;Cantabria;Mujeres;E. Superior;2014;52,49
35 - 44 años;Cantabria;Mujeres;E. Superior;2013;49,20
35 - 44 años;Cantabria;Mujeres;E. Superior;2012;47,89
35 - 44 años;Cantabria;Mujeres;E. Superior;2011;46,86
35 - 44 años;Cantabria;Mujeres;E. Superior;2010;46,99
35 - 44 años;Cantabria;Mujeres;E. Superior;2009;43,05
35 - 44 años;Cantabria;Mujeres;E. Superior;2008;36,88
35 - 44 años;Cantabria;Mujeres;E. Superior;2007;38,77
35 - 44 años;Cantabria;Mujeres;E. Superior;2006;32,99
35 - 44 años;Cantabria;Mujeres;E. Superior;2005;32,24
35 - 44 años;Cantabria;Mujeres;E. Superior;2004;29,27
35 - 44 años;Cantabria;Mujeres;E. Superior;2003;27,24
35 - 44 años;Cantabria;Mujeres;E. Superior;2002;26,72
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2023;31,76
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2022;31,40
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2021;30,07
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2020;29,33
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2019;30,60
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2018;29,83
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2017;30,54
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2016;31,83
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2015;32,55
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2014;32,27
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2013;33,34
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2012;33,46
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2011;36,95
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2010;38,86
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2009;39,77
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2008;41,35
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2007;43,38
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2006;44,78
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2005;46,08
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2004;47,98
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2003;47,20
35 - 44 años;Castilla y León;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2002;51,94
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2023;25,51
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2022;26,04
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2021;24,76
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2020;24,96
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2019;23,99
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2018;26,17
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2017;25,14
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2016;25,50
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2015;24,29
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2014;24,36
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2013;25,29
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2012;23,58
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2011;22,16
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2010;22,93
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2009;22,30
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2008;21,41
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2007;22,07
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2006;22,63
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2005;23,22
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2004;21,90
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2003;21,60
35 - 44 años;Castilla y León;AMBOS SEXOS;2ª etapa E. Secundaria;2002;21,55
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2023;42,73
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2022;42,55
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2021;45,18
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2020;45,71
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2019;45,41
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2018;44,00
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2017;44,32
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2016;42,68
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2015;43,16
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2014;43,37
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2013;41,37
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2012;42,96
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2011;40,89
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2010;38,21
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2009;37,93
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2008;37,25
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2007;34,56
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2006;32,59
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2005;30,70
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2004;30,12
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2003;31,20
35 - 44 años;Castilla y León;AMBOS SEXOS;E. Superior;2002;26,52
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;39,13
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;38,60
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;37,96
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;36,39
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;36,11
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;35,37
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2017;36,28
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2016;36,47
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2015;36,87
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2014;35,80
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2013;37,46
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2012;38,23
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2011;42,01
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2010;44,08
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2009;45,77
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2008;46,41
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2007;50,03
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2006;49,81
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2005;50,20
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2004;51,57
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2003;50,19
35 - 44 años;Castilla y León;Hombres;Inferior a 2ª etapa de E. Secundaria;2002;56,76
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2023;25,88
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2022;26,19
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2021;25,07
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2020;25,86
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2019;25,75
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2018;27,65
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2017;26,79
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2016;27,71
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2015;25,83
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2014;25,87
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2013;26,00
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2012;25,02
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2011;22,54
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2010;23,22
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2009;22,22
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2008;21,11
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2007;20,41
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2006;22,16
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2005;22,17
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2004;21,67
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2003;22,25
35 - 44 años;Castilla y León;Hombres;2ª etapa E. Secundaria;2002;20,79
35 - 44 años;Castilla y León;Hombres;E. Superior;2023;34,99
35 - 44 años;Castilla y León;Hombres;E. Superior;2022;35,22
35 - 44 años;Castilla y León;Hombres;E. Superior;2021;36,97
35 - 44 años;Castilla y León;Hombres;E. Superior;2020;37,75
35 - 44 años;Castilla y León;Hombres;E. Superior;2019;38,13
35 - 44 años;Castilla y León;Hombres;E. Superior;2018;36,98
35 - 44 años;Castilla y León;Hombres;E. Superior;2017;36,92
35 - 44 años;Castilla y León;Hombres;E. Superior;2016;35,82
35 - 44 años;Castilla y León;Hombres;E. Superior;2015;37,31
35 - 44 años;Castilla y León;Hombres;E. Superior;2014;38,32
35 - 44 años;Castilla y León;Hombres;E. Superior;2013;36,54
35 - 44 años;Castilla y León;Hombres;E. Superior;2012;36,75
35 - 44 años;Castilla y León;Hombres;E. Superior;2011;35,45
35 - 44 años;Castilla y León;Hombres;E. Superior;2010;32,69
35 - 44 años;Castilla y León;Hombres;E. Superior;2009;32,01
35 - 44 años;Castilla y León;Hombres;E. Superior;2008;32,49
35 - 44 años;Castilla y León;Hombres;E. Superior;2007;29,56
35 - 44 años;Castilla y León;Hombres;E. Superior;2006;28,03
35 - 44 años;Castilla y León;Hombres;E. Superior;2005;27,63
35 - 44 años;Castilla y León;Hombres;E. Superior;2004;26,76
35 - 44 años;Castilla y León;Hombres;E. Superior;2003;27,56
35 - 44 años;Castilla y León;Hombres;E. Superior;2002;22,46
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;24,19
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;24,01
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;21,92
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;22,10
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;24,93
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;24,12
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2017;24,59
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2016;26,99
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2015;28,04
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2014;28,57
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2013;29,02
35 - 44 años;Castilla y León;Mujeres;Inferior a 2ª etapa de E. Secundaria;2012;28,45
